region,polling_unit_id,date,registered_voters,accredited_voters,votes_cast,invalid_votes,voting_start_time,voting_end_time,device_status,network_status,incidents_reported,expected_staff,staff_present,result_uploaded,upload_delay_minutes
Rivers,PU_20479,2026-03-28,1242,1002,867,0,2026-06-21 09:21:00,2026-06-21 16:21:00,Working,Poor,3,6,5,1,93.0
Lagos,PU_20480,2026-03-28,1622,1050,904,15,2026-06-21 09:21:00,2026-06-21 16:18:00,Working,Good,1,7,5,1,49.0
Kano,PU_20481,2026-03-28,1226,997,935,30,2026-06-21 08:58:00,2026-06-21 15:44:00,Faulty,Good,1,6,5,1,40.0
Lagos,PU_20482,2026-03-28,699,491,430,37,2026-06-21 08:46:00,2026-06-21 16:58:00,Working,Good,0,5,5,0,
Kano,PU_20483,2026-03-28,1512,1146,1069,17,2026-06-21 08:35:00,2026-06-21 16:05:00,Working,Poor,3,9,7,1,48.0
Kaduna,PU_20484,2026-03-28,1779,1402,1256,36,2026-06-21 09:01:00,2026-06-21 16:58:00,Faulty,Poor,0,6,6,1,83.0
Kano,PU_20485,2026-03-28,936,718,619,9,2026-06-21 08:54:00,2026-06-21 16:59:00,Faulty,Good,2,7,6,1,79.0
Lagos,PU_20486,2026-03-28,993,877,816,48,2026-06-21 09:22:00,2026-06-21 16:55:00,Working,Poor,4,9,7,1,122.0
Rivers,PU_20487,2026-03-28,1959,1243,1161,22,2026-06-21 09:50:00,2026-06-21 16:58:00,Working,Poor,1,5,3,1,119.0
Lagos,PU_20488,2026-03-28,1206,794,730,18,2026-06-21 09:08:00,2026-06-21 16:19:00,Faulty,Good,4,6,6,1,136.0
Lagos,PU_20489,2026-03-28,523,342,306,48,2026-06-21 08:31:00,2026-06-21 16:43:00,Working,Good,2,5,5,0,
Kaduna,PU_20490,2026-03-28,1886,1670,1617,41,2026-06-21 08:57:00,2026-06-21 16:12:00,Working,Good,1,9,8,1,21.0
Abuja,PU_20491,2026-03-28,769,493,462,6,2026-06-21 08:39:00,2026-06-21 16:32:00,Working,Good,1,8,8,1,103.0
Lagos,PU_20492,2026-03-28,1289,1211,1116,29,2026-06-21 08:52:00,2026-06-21 16:19:00,Working,Poor,0,8,7,1,10.0
Kaduna,PU_20493,2026-03-28,1237,1161,1059,37,2026-06-21 08:04:00,2026-06-21 16:15:00,Working,Offline,2,6,5,0,
Rivers,PU_20494,2026-03-28,1751,1658,1591,40,2026-06-21 09:46:00,2026-06-21 16:17:00,Working,Good,1,7,5,1,74.0
Kaduna,PU_20495,2026-03-28,627,591,576,42,2026-06-21 09:33:00,2026-06-21 16:43:00,Working,Good,0,5,3,1,70.0
Kaduna,PU_20496,2026-03-28,1042,679,626,43,2026-06-21 09:41:00,2026-06-21 15:37:00,Working,Good,1,8,6,1,173.0
Kano,PU_20497,2026-03-28,1581,1312,1123,17,2026-06-21 08:44:00,2026-06-21 15:32:00,Working,Poor,1,7,5,1,13.0
Abuja,PU_20498,2026-03-28,824,609,556,5,2026-06-21 09:50:00,2026-06-21 16:49:00,Working,Good,2,7,5,1,70.0
Abuja,PU_20499,2026-03-28,1158,991,925,11,2026-06-21 09:19:00,2026-06-21 16:00:00,Working,Good,2,9,9,1,76.0
Rivers,PU_20500,2026-03-28,1629,1208,1155,10,2026-06-21 08:56:00,2026-06-21 16:28:00,Working,Poor,1,8,8,1,134.0
Kaduna,PU_20501,2026-03-28,1960,1438,1280,47,2026-06-21 09:15:00,2026-06-21 16:26:00,Faulty,Good,1,7,6,1,70.0
Rivers,PU_20502,2026-03-28,584,535,501,1,2026-06-21 09:05:00,2026-06-21 16:10:00,Working,Good,1,9,7,1,174.0
Rivers,PU_20503,2026-03-28,1525,1178,1008,27,2026-06-21 08:16:00,2026-06-21 15:46:00,Working,Poor,2,7,6,0,
Abuja,PU_20504,2026-03-28,1960,1683,1507,17,2026-06-21 09:32:00,2026-06-21 16:36:00,Faulty,Good,3,5,5,1,42.0
Abuja,PU_20505,2026-03-28,950,786,698,22,2026-06-21 09:47:00,2026-06-21 15:06:00,Working,Poor,1,9,8,0,
Abuja,PU_20506,2026-03-28,1964,1630,1403,12,2026-06-21 08:21:00,2026-06-21 16:24:00,Working,Offline,1,9,9,1,60.0
Lagos,PU_20507,2026-03-28,1745,1260,1185,43,2026-06-21 08:08:00,2026-06-21 15:10:00,Faulty,Good,0,6,6,1,157.0
Kaduna,PU_20508,2026-03-28,1493,1027,922,19,2026-06-21 08:15:00,2026-06-21 16:21:00,Working,Good,0,8,6,1,3.0
Rivers,PU_20509,2026-03-28,1548,1408,1236,23,2026-06-21 09:30:00,2026-06-21 16:14:00,Faulty,Good,3,5,4,1,112.0
Kaduna,PU_20510,2026-03-28,1558,948,823,12,2026-06-21 09:40:00,2026-06-21 16:24:00,Working,Good,0,6,6,1,119.0
Rivers,PU_20511,2026-03-28,1168,771,745,26,2026-06-21 08:08:00,2026-06-21 16:54:00,Working,Good,0,5,4,1,24.0
Rivers,PU_20512,2026-03-28,1471,950,824,14,2026-06-21 08:17:00,2026-06-21 16:48:00,Faulty,Good,1,6,4,1,7.0
Rivers,PU_20513,2026-03-28,842,784,754,20,2026-06-21 09:08:00,2026-06-21 16:22:00,Working,Good,0,9,7,1,57.0
Rivers,PU_20514,2026-03-28,1487,894,820,38,2026-06-21 09:15:00,2026-06-21 16:30:00,Working,Poor,1,9,7,1,24.0
Kano,PU_20515,2026-03-28,1889,1138,971,1,2026-06-21 08:11:00,2026-06-21 15:11:00,Working,Good,2,6,5,1,131.0
Kano,PU_20516,2026-03-28,1859,1262,1229,9,2026-06-21 08:40:00,2026-06-21 16:05:00,Faulty,Good,1,5,3,1,6.0
Lagos,PU_20517,2026-03-28,1956,1364,1257,17,2026-06-21 09:32:00,2026-06-21 16:09:00,Working,Good,2,5,4,1,150.0
Abuja,PU_20518,2026-03-28,1451,1154,1028,36,2026-06-21 09:17:00,2026-06-21 16:42:00,Working,Offline,1,8,7,1,53.0
Rivers,PU_20519,2026-03-28,956,895,791,47,2026-06-21 09:15:00,2026-06-21 16:17:00,Working,Poor,0,6,6,1,56.0
Kaduna,PU_20520,2026-03-28,1398,1066,950,8,2026-06-21 09:03:00,2026-06-21 15:47:00,Faulty,Poor,0,8,8,0,
Kano,PU_20521,2026-03-28,897,628,551,11,2026-06-21 09:17:00,2026-06-21 15:24:00,Working,Good,0,6,6,1,124.0
Abuja,PU_20522,2026-03-28,1398,1238,1091,17,2026-06-21 09:55:00,2026-06-21 16:55:00,Working,Good,1,7,7,1,161.0
Lagos,PU_20523,2026-03-28,842,618,555,44,2026-06-21 09:06:00,2026-06-21 15:38:00,Faulty,Poor,1,9,7,1,115.0
Abuja,PU_20524,2026-03-28,1803,1171,1074,2,2026-06-21 09:10:00,2026-06-21 16:18:00,Working,Poor,0,7,5,1,79.0
Rivers,PU_20525,2026-03-28,1875,1646,1554,19,2026-06-21 09:01:00,2026-06-21 15:23:00,Working,Good,0,9,8,0,
Abuja,PU_20526,2026-03-28,1312,788,700,34,2026-06-21 08:52:00,2026-06-21 15:20:00,Working,Poor,1,9,9,1,95.0
Rivers,PU_20527,2026-03-28,1720,1155,1002,29,2026-06-21 09:07:00,2026-06-21 16:36:00,Faulty,Good,3,8,7,1,98.0
Kano,PU_20528,2026-03-28,1748,1437,1225,2,2026-06-21 09:05:00,2026-06-21 15:19:00,Working,Good,1,9,7,1,8.0
Kano,PU_20529,2026-03-28,1439,915,822,14,2026-06-21 08:43:00,2026-06-21 15:43:00,Working,Poor,1,5,3,1,166.0
Rivers,PU_20530,2026-03-28,546,376,358,17,2026-06-21 09:37:00,2026-06-21 15:47:00,Working,Good,3,6,4,1,14.0
Kaduna,PU_20531,2026-03-28,1708,1259,1123,34,2026-06-21 08:43:00,2026-06-21 15:05:00,Faulty,Poor,0,7,6,1,119.0
Kano,PU_20532,2026-03-28,1414,1044,916,9,2026-06-21 08:40:00,2026-06-21 16:11:00,Working,Good,1,5,5,1,46.0
Kaduna,PU_20533,2026-03-28,661,621,601,42,2026-06-21 08:22:00,2026-06-21 15:30:00,Working,Poor,3,8,6,1,14.0
Rivers,PU_20534,2026-03-28,794,664,621,39,2026-06-21 09:36:00,2026-06-21 16:10:00,Working,Good,0,6,6,1,42.0
Rivers,PU_20535,2026-03-28,591,362,353,7,2026-06-21 08:36:00,2026-06-21 15:35:00,Working,Good,1,7,6,1,25.0
Kano,PU_20536,2026-03-28,1691,1145,1056,41,2026-06-21 08:21:00,2026-06-21 16:31:00,Working,Good,1,9,8,1,158.0
Kaduna,PU_20537,2026-03-28,1781,1452,1336,27,2026-06-21 08:43:00,2026-06-21 15:36:00,Working,Offline,0,7,5,1,24.0
Rivers,PU_20538,2026-03-28,1249,1061,1035,32,2026-06-21 09:56:00,2026-06-21 15:33:00,Working,Good,0,7,6,1,164.0
Kano,PU_20539,2026-03-28,1056,774,719,16,2026-06-21 08:26:00,2026-06-21 16:53:00,Working,Good,2,5,5,1,107.0
Rivers,PU_20540,2026-03-28,808,727,666,12,2026-06-21 09:00:00,2026-06-21 16:27:00,Working,Good,0,7,5,0,
Abuja,PU_20541,2026-03-28,1652,1536,1353,38,2026-06-21 08:27:00,2026-06-21 16:39:00,Working,Good,0,9,8,1,158.0
Abuja,PU_20542,2026-03-28,1068,870,782,18,2026-06-21 08:46:00,2026-06-21 15:05:00,Faulty,Good,0,5,4,1,53.0
Kano,PU_20543,2026-03-28,1684,1341,1237,45,2026-06-21 09:11:00,2026-06-21 16:27:00,Working,Good,2,8,8,1,149.0
Rivers,PU_20544,2026-03-28,675,582,537,38,2026-06-21 08:38:00,2026-06-21 16:15:00,Working,Poor,3,5,3,1,18.0
Kano,PU_20545,2026-03-28,1811,1582,1438,48,2026-06-21 09:07:00,2026-06-21 16:52:00,Working,Good,2,5,3,1,134.0
Lagos,PU_20546,2026-03-28,1472,994,933,14,2026-06-21 09:24:00,2026-06-21 15:59:00,Working,Good,0,9,9,1,159.0
Kano,PU_20547,2026-03-28,1928,1483,1290,36,2026-06-21 08:18:00,2026-06-21 15:30:00,Working,Poor,1,6,5,1,55.0
Kano,PU_20548,2026-03-28,1437,1087,1046,10,2026-06-21 08:38:00,2026-06-21 15:29:00,Faulty,Poor,0,7,5,0,
Abuja,PU_20549,2026-03-28,1863,1731,1637,32,2026-06-21 08:01:00,2026-06-21 15:18:00,Working,Good,0,9,7,1,56.0
Abuja,PU_20550,2026-03-28,1518,970,928,11,2026-06-21 08:30:00,2026-06-21 15:21:00,Working,Poor,2,5,3,0,
Rivers,PU_20551,2026-03-28,1791,1666,1423,15,2026-06-21 09:23:00,2026-06-21 15:28:00,Working,Offline,2,6,4,1,110.0
Kano,PU_20552,2026-03-28,717,573,545,0,2026-06-21 08:55:00,2026-06-21 15:18:00,Working,Poor,2,5,3,1,143.0
Kano,PU_20553,2026-03-28,1312,919,869,21,2026-06-21 08:41:00,2026-06-21 16:25:00,Working,Good,0,7,6,1,48.0
Rivers,PU_20554,2026-03-28,663,599,510,16,2026-06-21 08:30:00,2026-06-21 16:59:00,Working,Poor,0,9,9,1,36.0
Kaduna,PU_20555,2026-03-28,1914,1182,1073,47,2026-06-21 09:06:00,2026-06-21 15:47:00,Working,Good,0,7,7,1,80.0
Rivers,PU_20556,2026-03-28,1940,1380,1227,46,2026-06-21 09:26:00,2026-06-21 15:52:00,Faulty,Good,1,8,8,1,88.0
Abuja,PU_20557,2026-03-28,547,472,416,18,2026-06-21 09:11:00,2026-06-21 16:14:00,Working,Good,2,5,3,1,175.0
Abuja,PU_20558,2026-03-28,1717,1527,1329,1,2026-06-21 08:51:00,2026-06-21 15:35:00,Working,Good,1,7,7,0,
Kano,PU_20559,2026-03-28,1300,856,755,15,2026-06-21 09:44:00,2026-06-21 15:18:00,Working,Good,1,9,9,0,
Abuja,PU_20560,2026-03-28,1217,1131,1073,38,2026-06-21 08:09:00,2026-06-21 16:54:00,Working,Good,2,6,5,1,78.0
Rivers,PU_20561,2026-03-28,583,360,348,20,2026-06-21 09:13:00,2026-06-21 15:03:00,Working,Good,4,8,8,1,177.0
Kano,PU_20562,2026-03-28,1112,835,747,44,2026-06-21 08:10:00,2026-06-21 15:14:00,Working,Good,1,8,7,1,79.0
Rivers,PU_20563,2026-03-28,1570,995,882,0,2026-06-21 09:12:00,2026-06-21 16:02:00,Working,Good,1,5,5,0,
Rivers,PU_20564,2026-03-28,733,464,412,22,2026-06-21 08:15:00,2026-06-21 15:05:00,Working,Good,0,7,5,0,
Kano,PU_20565,2026-03-28,1461,1343,1234,41,2026-06-21 08:41:00,2026-06-21 16:24:00,Working,Good,1,9,9,0,
Kaduna,PU_20566,2026-03-28,1822,1669,1428,22,2026-06-21 08:49:00,2026-06-21 16:04:00,Working,Good,0,5,3,1,68.0
Abuja,PU_20567,2026-03-28,1347,1098,1015,9,2026-06-21 09:35:00,2026-06-21 15:03:00,Working,Good,2,6,4,0,
Lagos,PU_20568,2026-03-28,646,606,587,19,2026-06-21 09:22:00,2026-06-21 16:19:00,Working,Good,4,5,5,0,
Lagos,PU_20569,2026-03-28,695,536,489,11,2026-06-21 08:59:00,2026-06-21 16:32:00,Working,Poor,1,7,7,0,
Lagos,PU_20570,2026-03-28,1405,1227,1106,30,2026-06-21 08:27:00,2026-06-21 15:25:00,Working,Good,2,8,6,0,
Abuja,PU_20571,2026-03-28,1513,959,820,40,2026-06-21 09:01:00,2026-06-21 16:35:00,Working,Good,0,6,5,1,165.0
Kaduna,PU_20572,2026-03-28,1545,1140,1050,13,2026-06-21 08:50:00,2026-06-21 16:23:00,Working,Offline,2,9,7,1,32.0
Rivers,PU_20573,2026-03-28,1717,1339,1161,5,2026-06-21 08:28:00,2026-06-21 16:04:00,Working,Good,0,6,4,1,6.0
Kano,PU_20574,2026-03-28,885,772,702,36,2026-06-21 08:11:00,2026-06-21 16:20:00,Working,Poor,0,7,5,1,169.0
Kaduna,PU_20575,2026-03-28,863,618,550,43,2026-06-21 08:17:00,2026-06-21 15:03:00,Working,Offline,1,5,3,1,160.0
Lagos,PU_20576,2026-03-28,773,729,644,25,2026-06-21 09:35:00,2026-06-21 16:39:00,Faulty,Good,0,6,5,1,56.0
Abuja,PU_20577,2026-03-28,1907,1634,1592,14,2026-06-21 09:26:00,2026-06-21 15:35:00,Working,Good,0,8,6,1,103.0
Abuja,PU_20578,2026-03-28,707,556,529,1,2026-06-21 09:58:00,2026-06-21 16:23:00,Working,Good,0,6,6,1,119.0
Kano,PU_20579,2026-03-28,774,554,479,0,2026-06-21 09:25:00,2026-06-21 16:21:00,Working,Good,1,7,6,1,87.0
Rivers,PU_20580,2026-03-28,1506,1242,1106,22,2026-06-21 08:04:00,2026-06-21 16:42:00,Faulty,Poor,1,5,3,1,51.0
Kaduna,PU_20581,2026-03-28,995,831,782,2,2026-06-21 09:59:00,2026-06-21 15:03:00,Working,Good,0,7,5,1,79.0
Kaduna,PU_20582,2026-03-28,1401,1173,1122,2,2026-06-21 09:11:00,2026-06-21 16:16:00,Working,Good,0,6,6,1,47.0
Kaduna,PU_20583,2026-03-28,658,529,485,28,2026-06-21 08:35:00,2026-06-21 16:48:00,Working,Good,1,6,4,0,
Rivers,PU_20584,2026-03-28,1439,1065,1029,21,2026-06-21 08:50:00,2026-06-21 16:54:00,Working,Good,0,7,7,1,164.0
Rivers,PU_20585,2026-03-28,959,849,761,13,2026-06-21 09:20:00,2026-06-21 15:25:00,Working,Poor,1,9,9,1,140.0
Rivers,PU_20586,2026-03-28,893,616,529,11,2026-06-21 09:10:00,2026-06-21 15:51:00,Working,Good,0,8,8,1,52.0
Kano,PU_20587,2026-03-28,1416,1159,1127,15,2026-06-21 08:43:00,2026-06-21 15:50:00,Working,Poor,2,8,6,1,74.0
Abuja,PU_20588,2026-03-28,1442,1103,996,44,2026-06-21 09:47:00,2026-06-21 15:58:00,Working,Poor,2,7,7,1,32.0
Lagos,PU_20589,2026-03-28,938,855,729,31,2026-06-21 08:37:00,2026-06-21 16:12:00,Working,Good,2,6,4,0,
Rivers,PU_20590,2026-03-28,1902,1534,1447,3,2026-06-21 08:29:00,2026-06-21 15:20:00,Working,Good,1,8,6,1,146.0
Abuja,PU_20591,2026-03-28,663,596,526,5,2026-06-21 09:50:00,2026-06-21 16:01:00,Working,Good,2,9,9,1,10.0
Rivers,PU_20592,2026-03-28,1138,1062,915,36,2026-06-21 08:28:00,2026-06-21 15:15:00,Working,Good,0,9,9,1,24.0
Lagos,PU_20593,2026-03-28,1853,1194,1145,37,2026-06-21 08:02:00,2026-06-21 15:25:00,Working,Good,2,6,6,0,
Rivers,PU_20594,2026-03-28,1069,849,748,21,2026-06-21 08:34:00,2026-06-21 15:37:00,Working,Good,1,7,6,1,0.0
Abuja,PU_20595,2026-03-28,646,587,540,38,2026-06-21 09:37:00,2026-06-21 15:29:00,Working,Good,1,7,6,1,17.0
Kano,PU_20596,2026-03-28,1482,1341,1246,19,2026-06-21 09:30:00,2026-06-21 15:25:00,Working,Good,3,8,6,1,13.0
Lagos,PU_20597,2026-03-28,1459,975,948,7,2026-06-21 09:18:00,2026-06-21 16:37:00,Working,Good,1,6,6,1,139.0
Abuja,PU_20598,2026-03-28,1267,973,877,26,2026-06-21 09:59:00,2026-06-21 16:23:00,Working,Good,0,9,9,1,72.0
Kaduna,PU_20599,2026-03-28,609,412,377,23,2026-06-21 09:11:00,2026-06-21 15:22:00,Working,Good,0,7,7,1,142.0
Kaduna,PU_20600,2026-03-28,893,816,725,26,2026-06-21 08:31:00,2026-06-21 16:44:00,Working,Poor,0,7,6,1,51.0
Kaduna,PU_20601,2026-03-28,1705,1024,932,19,2026-06-21 08:53:00,2026-06-21 16:35:00,Faulty,Good,0,8,6,1,3.0
Kano,PU_20602,2026-03-28,942,637,542,41,2026-06-21 09:11:00,2026-06-21 15:29:00,Working,Good,2,7,7,1,168.0
Rivers,PU_20603,2026-03-28,1246,925,889,9,2026-06-21 08:39:00,2026-06-21 15:25:00,Working,Offline,1,6,6,0,
Rivers,PU_20604,2026-03-28,1253,848,728,19,2026-06-21 09:12:00,2026-06-21 16:46:00,Working,Good,3,7,6,0,
Rivers,PU_20605,2026-03-28,629,591,521,10,2026-06-21 08:24:00,2026-06-21 16:27:00,Working,Poor,0,5,5,1,36.0
Kano,PU_20606,2026-03-28,1926,1320,1245,0,2026-06-21 09:18:00,2026-06-21 15:55:00,Working,Poor,1,5,5,1,160.0
Kaduna,PU_20607,2026-03-28,1004,729,680,49,2026-06-21 08:59:00,2026-06-21 16:47:00,Working,Good,0,5,3,1,162.0
Rivers,PU_20608,2026-03-28,1219,805,762,24,2026-06-21 09:15:00,2026-06-21 16:06:00,Faulty,Good,0,6,6,1,117.0
Kano,PU_20609,2026-03-28,521,481,440,42,2026-06-21 09:06:00,2026-06-21 16:27:00,Working,Good,2,9,7,1,1.0
Kano,PU_20610,2026-03-28,1540,1145,1111,11,2026-06-21 08:26:00,2026-06-21 16:44:00,Working,Poor,2,6,6,1,175.0
Abuja,PU_20611,2026-03-28,1374,950,924,9,2026-06-21 09:31:00,2026-06-21 15:30:00,Working,Good,0,7,5,0,
Rivers,PU_20612,2026-03-28,1330,912,865,16,2026-06-21 09:25:00,2026-06-21 15:21:00,Working,Good,0,6,6,0,
Kaduna,PU_20613,2026-03-28,1133,912,813,5,2026-06-21 08:22:00,2026-06-21 15:21:00,Working,Poor,1,7,6,1,133.0
Lagos,PU_20614,2026-03-28,781,735,628,13,2026-06-21 09:58:00,2026-06-21 16:59:00,Working,Good,1,5,3,1,118.0
Kano,PU_20615,2026-03-28,1750,1646,1516,17,2026-06-21 08:11:00,2026-06-21 15:55:00,Working,Offline,1,7,5,1,94.0
Abuja,PU_20616,2026-03-28,1943,1833,1560,34,2026-06-21 09:05:00,2026-06-21 15:58:00,Working,Good,2,6,5,0,
Lagos,PU_20617,2026-03-28,872,641,612,25,2026-06-21 08:27:00,2026-06-21 15:08:00,Working,Good,2,8,6,1,37.0
Kano,PU_20618,2026-03-28,1824,1678,1554,6,2026-06-21 08:15:00,2026-06-21 16:26:00,Working,Poor,2,5,5,1,110.0
Abuja,PU_20619,2026-03-28,1508,1139,1059,41,2026-06-21 09:08:00,2026-06-21 16:26:00,Working,Good,0,9,9,1,83.0
Rivers,PU_20620,2026-03-28,785,611,524,11,2026-06-21 09:51:00,2026-06-21 15:19:00,Working,Good,3,8,6,0,
Abuja,PU_20621,2026-03-28,1639,1281,1186,7,2026-06-21 09:31:00,2026-06-21 15:26:00,Working,Good,5,5,5,0,
Kano,PU_20622,2026-03-28,1672,1040,908,12,2026-06-21 08:35:00,2026-06-21 15:26:00,Faulty,Good,2,6,5,1,34.0
Rivers,PU_20623,2026-03-28,903,597,538,23,2026-06-21 09:06:00,2026-06-21 16:00:00,Working,Good,1,8,6,1,161.0
Kaduna,PU_20624,2026-03-28,589,536,477,30,2026-06-21 09:15:00,2026-06-21 15:28:00,Faulty,Good,1,6,5,1,27.0
Abuja,PU_20625,2026-03-28,1642,1500,1323,3,2026-06-21 08:10:00,2026-06-21 16:07:00,Faulty,Good,3,9,8,1,152.0
Lagos,PU_20626,2026-03-28,1195,801,727,13,2026-06-21 09:32:00,2026-06-21 15:51:00,Working,Poor,2,8,6,1,128.0
Rivers,PU_20627,2026-03-28,1407,993,942,39,2026-06-21 08:12:00,2026-06-21 15:14:00,Working,Good,0,9,9,0,
Rivers,PU_20628,2026-03-28,1616,1438,1265,2,2026-06-21 08:08:00,2026-06-21 15:06:00,Working,Good,0,6,6,1,138.0
Kaduna,PU_20629,2026-03-28,1128,757,693,36,2026-06-21 09:02:00,2026-06-21 16:23:00,Faulty,Poor,2,7,6,1,151.0
Abuja,PU_20630,2026-03-28,1501,1363,1221,0,2026-06-21 08:30:00,2026-06-21 16:12:00,Working,Good,3,9,8,1,133.0
Lagos,PU_20631,2026-03-28,946,840,785,30,2026-06-21 08:22:00,2026-06-21 16:51:00,Working,Good,1,9,7,1,158.0
Kaduna,PU_20632,2026-03-28,811,715,660,28,2026-06-21 09:52:00,2026-06-21 16:32:00,Working,Good,2,8,7,0,
Abuja,PU_20633,2026-03-28,1841,1679,1569,11,2026-06-21 09:05:00,2026-06-21 16:14:00,Working,Good,0,5,3,1,130.0
Lagos,PU_20634,2026-03-28,620,564,551,4,2026-06-21 09:25:00,2026-06-21 16:05:00,Working,Good,0,7,5,0,
Lagos,PU_20635,2026-03-28,816,751,687,12,2026-06-21 08:18:00,2026-06-21 15:23:00,Working,Good,1,7,5,1,9.0
Kano,PU_20636,2026-03-28,637,578,499,6,2026-06-21 09:44:00,2026-06-21 16:05:00,Working,Poor,2,8,6,0,
Lagos,PU_20637,2026-03-28,1317,1069,914,21,2026-06-21 09:32:00,2026-06-21 16:44:00,Working,Good,0,9,9,1,4.0
Abuja,PU_20638,2026-03-28,1807,1183,1013,41,2026-06-21 08:39:00,2026-06-21 16:15:00,Working,Poor,1,5,5,1,99.0
Kaduna,PU_20639,2026-03-28,890,723,647,49,2026-06-21 08:47:00,2026-06-21 15:21:00,Working,Good,0,7,6,1,170.0
Kaduna,PU_20640,2026-03-28,1528,1420,1340,36,2026-06-21 08:04:00,2026-06-21 16:08:00,Working,Poor,3,6,6,1,173.0
Kano,PU_20641,2026-03-28,1268,1190,1141,43,2026-06-21 09:09:00,2026-06-21 16:55:00,Working,Good,1,5,3,1,94.0
Abuja,PU_20642,2026-03-28,866,740,686,10,2026-06-21 08:58:00,2026-06-21 16:19:00,Working,Poor,0,8,8,1,138.0
Lagos,PU_20643,2026-03-28,1340,1129,1030,18,2026-06-21 08:22:00,2026-06-21 16:10:00,Working,Good,1,6,5,1,159.0
Kano,PU_20644,2026-03-28,991,920,883,8,2026-06-21 09:44:00,2026-06-21 15:42:00,Faulty,Good,1,6,6,1,64.0
Rivers,PU_20645,2026-03-28,1257,882,756,10,2026-06-21 09:50:00,2026-06-21 15:07:00,Working,Good,2,9,8,1,137.0
Abuja,PU_20646,2026-03-28,1989,1298,1157,43,2026-06-21 09:08:00,2026-06-21 15:50:00,Working,Good,3,9,8,1,148.0
Kano,PU_20647,2026-03-28,1758,1233,1057,6,2026-06-21 09:49:00,2026-06-21 16:23:00,Working,Good,2,8,7,1,73.0
Kaduna,PU_20648,2026-03-28,1885,1757,1706,31,2026-06-21 08:43:00,2026-06-21 16:49:00,Working,Good,0,6,4,1,137.0
Kano,PU_20649,2026-03-28,1021,688,592,20,2026-06-21 09:10:00,2026-06-21 16:30:00,Working,Good,4,7,7,1,10.0
Rivers,PU_20650,2026-03-28,1765,1197,1166,6,2026-06-21 08:26:00,2026-06-21 16:20:00,Faulty,Good,1,7,5,1,69.0
Abuja,PU_20651,2026-03-28,1965,1311,1238,28,2026-06-21 08:14:00,2026-06-21 16:21:00,Working,Offline,0,9,8,1,25.0
Kano,PU_20652,2026-03-28,687,528,482,23,2026-06-21 08:33:00,2026-06-21 16:20:00,Working,Good,3,5,4,1,29.0
Lagos,PU_20653,2026-03-28,903,793,706,41,2026-06-21 08:52:00,2026-06-21 16:15:00,Working,Good,0,9,8,1,7.0
Abuja,PU_20654,2026-03-28,926,679,624,23,2026-06-21 09:30:00,2026-06-21 15:30:00,Working,Good,1,6,6,1,50.0
Kano,PU_20655,2026-03-28,912,579,540,39,2026-06-21 08:05:00,2026-06-21 15:47:00,Working,Good,0,7,5,1,107.0
Kano,PU_20656,2026-03-28,653,560,511,26,2026-06-21 08:26:00,2026-06-21 16:37:00,Working,Good,1,6,4,1,52.0
Abuja,PU_20657,2026-03-28,702,571,553,44,2026-06-21 08:19:00,2026-06-21 15:46:00,Working,Good,1,7,5,1,135.0
Kaduna,PU_20658,2026-03-28,716,549,476,5,2026-06-21 09:24:00,2026-06-21 15:55:00,Working,Poor,1,7,7,1,34.0
Lagos,PU_20659,2026-03-28,981,919,796,6,2026-06-21 09:53:00,2026-06-21 16:06:00,Faulty,Offline,1,6,4,1,14.0
Abuja,PU_20660,2026-03-28,1838,1405,1336,26,2026-06-21 09:57:00,2026-06-21 15:05:00,Working,Poor,0,8,7,1,65.0
Lagos,PU_20661,2026-03-28,1524,1305,1204,9,2026-06-21 08:22:00,2026-06-21 16:03:00,Working,Good,0,5,4,1,106.0
Lagos,PU_20662,2026-03-28,1265,829,748,40,2026-06-21 08:01:00,2026-06-21 16:11:00,Working,Good,1,8,6,1,92.0
Abuja,PU_20663,2026-03-28,1002,747,714,2,2026-06-21 08:02:00,2026-06-21 16:46:00,Working,Good,1,7,6,1,124.0
Kano,PU_20664,2026-03-28,1298,875,850,21,2026-06-21 09:12:00,2026-06-21 15:15:00,Working,Good,1,9,7,1,103.0
Kaduna,PU_20665,2026-03-28,1305,942,864,10,2026-06-21 09:56:00,2026-06-21 16:19:00,Working,Poor,1,9,8,1,57.0
Lagos,PU_20666,2026-03-28,1801,1382,1276,30,2026-06-21 08:23:00,2026-06-21 15:28:00,Working,Good,1,6,4,1,83.0
Lagos,PU_20667,2026-03-28,1717,1135,972,41,2026-06-21 09:13:00,2026-06-21 16:23:00,Working,Offline,1,6,4,0,
Kano,PU_20668,2026-03-28,1442,1270,1161,45,2026-06-21 08:36:00,2026-06-21 15:15:00,Working,Good,2,8,8,1,26.0
Abuja,PU_20669,2026-03-28,1268,927,790,3,2026-06-21 08:24:00,2026-06-21 15:09:00,Working,Good,0,6,6,1,100.0
Kaduna,PU_20670,2026-03-28,1261,1152,1039,1,2026-06-21 08:03:00,2026-06-21 15:22:00,Working,Good,1,5,3,1,82.0
Lagos,PU_20671,2026-03-28,1771,1480,1443,20,2026-06-21 08:03:00,2026-06-21 15:32:00,Working,Good,0,6,4,0,
Lagos,PU_20672,2026-03-28,587,388,368,46,2026-06-21 08:52:00,2026-06-21 16:55:00,Faulty,Good,0,8,7,1,53.0
